S.No.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Work Type,Sanction Wages (Rs),Sanction Material (Rs),Total Sanction (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY
13851,SATNA,SATNA,MANAKAHARI,2025-2026,Ongoing,1712002006/IF/22012035658024,एक बगिया माँ के नाम राजदुलारी शर्मा /विनोद शर्मा ग्रामपंचायत मनकहरी जॉबकार्ड नंबर 002 /389,Ek Bagiya,64702.720000000001,103602.48,168487,0,0,0,0,0,0,0,0,0,0
13852,SATNA,SATNA,MANAKAHARI,2025-2026,Ongoing,1712002006/IF/IAY/5460025,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP128019372,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13853,SATNA,SATNA,MANAKAHARI,2025-2026,Ongoing,1712002006/IF/IAY/5702241,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149959482,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13854,SATNA,SATNA,MANAKAHARI,2025-2026,Ongoing,1712002006/IF/IAY/5703009,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148467820,PMAY-G,23490,0,23490,3915,0,0,0,0,0,0,0,15,15
13855,SATNA,SATNA,MANAKAHARI,2025-2026,Ongoing,1712002006/IF/IAY/5715009,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149465677,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13856,SATNA,SATNA,MANAKAHARI,2023-2024,Ongoing,1712002006/RC/22012034658039,पीसीसी रोड निर्माण वार्ड न. 10 हरिजन बस्ती पहुंच मार्ग से अर्जुन शर्मा के घर तक ग्राम पं मनकहरी,Pcc Road & Coverd Nali,18000,0,117000,0,0,0,0,0,0,0,0,0,0
13857,SATNA,SATNA,MANAKAHARI,2022-2023,Ongoing,1712002006/RS/22012034666516,रिचार्जपिट सोख्‍ता एवं प्‍लेटफार्म निर्माण कार्य 6 नग ग्राम पंचायत मनकहरी,Soak Pit,42000,0,156000,0,0,0,0,0,0,0,0,0,0
13858,SATNA,SATNA,MANAKAHARI,2024-2025,Ongoing,1712002006/RS/22012034691638,सामुदायिक सोकपिट निर्माण कार्य 03 नग ग्राम पंचायत मनकहरी,Soak Pit,21000,0,78000,0,0,0,0,0,0,0,0,0,0
13859,SATNA,SATNA,MANAKAHARI,2025-2026,Ongoing,1712002006/RS/22012035137241,नाली निर्माण कार्य राममूर्ति कुशवाहा के घर के आगे से उदयसागर नाला तक गाम पंचायत मनकहरी,Pcc Road & Coverd Nali,87000,0,87000,0,0,0,0,0,0,0,0,0,0
13860,SATNA,SATNA,MANAKAHARI,2018-2019,Ongoing,1712002006/WC/22012034423380,चेकडेम नाला निर्माण चोना नाला देवीदाई खेत के पास,Check Dam,153000,570000,723000,0,0,0,0,0,0,0,0,0,0
13861,SATNA,SATNA,MAND,2023-2024,Ongoing,1712002078/AV/22012034647180,नाली निर्माण कार्य गंगा चौधरी के घर से राम दत्त पाल के घर तक ग्राम पं मांद,Pcc Road & Coverd Nali,133000,0,760000,0,0,0,0,0,0,0,0,0,0
13862,SATNA,SATNA,MAND,2022-2023,Ongoing,1712002078/DP/22012034541215,poshad vatika nirman karya mandgaushala ke bagal me,Plantation,428825.56,356750.22,785863,0,0,0,0,0,0,0,0,0,0
13863,SATNA,SATNA,MAND,2025-2026,Ongoing,1712002078/IF/22012035649292,एक बग़िया माँ के नाम हित मांडवी शुक्ला /मनीष शुक्ला ग्राम पंचायत मांद जॉबकार्ड 002 /291,Ek Bagiya,64702.720000000001,103602.48,168487,598,0,598,0,598,0,598,0,2,2
13864,SATNA,SATNA,MAND,2022-2023,Ongoing,1712002078/IF/IAY/3640943,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP1966308,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13865,SATNA,SATNA,MAND,2025-2026,Ongoing,1712002078/IF/IAY/5715094,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150609471,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13866,SATNA,SATNA,MAND,2016-2017,Ongoing,1712002078/LD/22012034296053,SANTHI DHAM NIRMAL GRAM MOHANA,Crematorium,100000,80000,180000,0,0,0,0,0,0,0,0,0,0
13867,SATNA,SATNA,MAND,2020-2021,Ongoing,1712002078/LD/22012034520757,charagah nirman gram panchayat man,Chara Gaah,495579.33,296609,792476,0,0,0,0,0,0,0,0,0,0
13868,SATNA,SATNA,MAND,2023-2024,Ongoing,1712002078/RC/22012034661278,पी सी सी रोड निर्माण कार्य दादु भाई के घर से बोलन केवट के घर तक,Pcc Road & Coverd Nali,62000,0,392000,0,0,0,0,0,0,0,0,0,0
13869,SATNA,SATNA,MAND,2023-2024,Ongoing,1712002078/RC/22012034661463,पीसीसी रोड निर्माण बदी् सेन के घर से मथुरा सेन के घर तक ग्राम पंचायत मांद,Pcc Road & Coverd Nali,79000,0,503000,0,0,0,0,0,0,0,0,0,0
13870,SATNA,SATNA,MAND,2025-2026,Ongoing,1712002078/RC/22012034847872,पीसीसी रोड निर्माण योगेन्‍द्र के घर से रामबहोर के घर मेनरोड से दुलीचन्‍द्र के घर तक ग्राम पंचायत मां,Pcc Road & Coverd Nali,37000,0,220000,0,0,0,0,0,0,0,0,0,0
13871,SATNA,SATNA,MAND,2025-2026,Ongoing,1712002078/RC/22012034847876,पीसीसी रोड मेनरोड से जगदीश के घर तक एवं संतोष पयासी के घर से रामायण कुश0 के घर तक ग्राम पंचायत मांद,Pcc Road & Coverd Nali,46000,0,274000,0,0,0,0,0,0,0,0,0,0
13872,SATNA,SATNA,MAND,2021-2022,Ongoing,1712002078/RS/22012034608390,सामुदायिक शौचालय निर्माण स्‍वच्‍छता परिसर ग्राम मोहन्‍ना पंचमलाल के ग्राम पंचायत (मनरेगा अभिशरण),CSC,44000,0,344000,0,0,0,0,0,0,0,0,0,0
13873,SATNA,SATNA,MASANAHA,2021-2022,Ongoing,1712002042/AV/22012034616476,पंचायत भवन निर्माण ग्राम पंंचायत मसनहा,Panchayat & Community Bhawan,482700,0,2000000,0,0,0,0,0,0,0,0,0,0
13874,SATNA,SATNA,MASANAHA,2026-2027,Ongoing,1712002042/AV/22012034659935,शांतिधाम (मुक्तिधाम) निर्माण कार्य हाटबाजार के पीछे ग्राम गडरा कोठार पंचायत मसनहा,Crematorium,23000,0,238000,0,0,0,0,0,0,0,0,0,0
13875,SATNA,SATNA,MASANAHA,2021-2022,Ongoing,1712002042/IF/IAY/3477266,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5348765,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13876,SATNA,SATNA,MASANAHA,2021-2022,Ongoing,1712002042/RC/22012034598425,पीसीसी रोड एवं नाली निर्माण बसंतलाल कुशवाहा के घर से पुलिया तक ग्राम पंचायत मसनहा मनरेगा अभिशरण,Pcc Road & Coverd Nali,65000,0,430000,0,0,0,0,0,0,0,0,0,0
13877,SATNA,SATNA,MASANAHA,2023-2024,Ongoing,1712002042/RC/22012034667136,पीसीसी रोड निर्माण ररिया बस्‍ती से हाट बाजार ग्राम पंचायत मसनहा,Pcc Road & Coverd Nali,113000,0,797000,0,0,0,0,0,0,0,0,0,0
13878,SATNA,SATNA,MASANAHA,2023-2024,Ongoing,1712002042/RC/22012034667168,पीसीसी रोड निर्माण केशव साहू के घर से राजू साहू के घर तक ग्राम (भड़रिया मस नहा ) पंचायत मसनहा,Pcc Road & Coverd Nali,39000,0,276000,0,0,0,0,0,0,0,0,0,0
13879,SATNA,SATNA,MATEHNA,2022-2023,Ongoing,1712002068/AV/22012034616315,बाउण्‍डीवाल निर्माण कार्य माध्‍यमिक शाला मटेहना ग्राम पंचायत मटेहना,Boundary Wall,108000,72000,399000,0,0,0,0,0,0,0,0,0,0
13880,SATNA,SATNA,MATEHNA,2023-2024,Ongoing,1712002068/AV/22012034643466,आगनवाडी भवन निर्माण कार्य कोर्रहरई मे ग्राम पंचायत मटेहना,Anganwadi,170000,0,950000,0,0,0,0,0,0,0,0,0,0
13881,SATNA,SATNA,MATEHNA,2024-2025,Ongoing,1712002068/IF/IAY/3039412,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4323355,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13882,SATNA,SATNA,MATEHNA,2024-2025,Ongoing,1712002068/IF/IAY/3040727,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4315219,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13883,SATNA,SATNA,MATEHNA,2017-2018,Ongoing,1712002068/IF/IAY/427999,Construction of IAY House -IAY REG. NO. MP1381023,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13884,SATNA,SATNA,MATEHNA,2025-2026,Ongoing,1712002068/IF/IAY/4890576,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151212232,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13885,SATNA,SATNA,MATEHNA,2025-2026,Ongoing,1712002068/IF/IAY/5714884,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149238795,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13886,SATNA,SATNA,MATEHNA,2025-2026,Ongoing,1712002068/IF/IAY/5714989,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149255785,PMAY-G,23490,0,23490,1827,0,1827,0,1827,0,1827,0,7,7
13887,SATNA,SATNA,MATEHNA,2021-2022,Ongoing,1712002068/RS/22012034645048,सामुदायिक शौचालय निर्माण कार्य स्वच्छता परिषर चंडी माता मंदिर के पास ग्राम पंचायत मटेहना,CSC,44000,0,344000,0,0,0,0,0,0,0,0,0,0
13888,SATNA,SATNA,MATEHNA,2025-2026,Ongoing,1712002068/RS/22012034685308,सोकपिट एवं प्लेटफार्म निर्माण कार्य 10 नग ग्राम पंचायत मटेहना,Soak Pit,70000,0,260000,0,0,0,0,0,0,0,0,0,0
13889,SATNA,SATNA,MATEHNA,2013-2014,Ongoing,1712002068/SK/2545,"Bharat Nirman Rajeev Gandhi Sewa Kendra,MATEHNA",Panchayat & Community Bhawan,278000,1007000,1285000,0,0,0,0,0,0,0,0,0,0
13890,SATNA,SATNA,MAUHAR,2019-2020,Ongoing,1712002029/AV/22012034462805,आगनवाडी भवन निर्माण कार्य ग्राम पंचायत मौहार,Anganwadi,180000,0,780000,0,0,0,0,0,0,0,0,0,0
13891,SATNA,SATNA,MAUHAR,2020-2021,Ongoing,1712002029/AV/22012034467010,gram panchayat mauhar me gau shala nirman karya,Gaushala,282670.96999999997,2488957.3199999998,2771914,0,0,0,0,0,0,0,0,0,0
13892,SATNA,SATNA,MAUHAR,2023-2024,Ongoing,1712002029/AV/22012034609911,खेल मैदान निर्माण कार्य कोलान भठिया बस्‍ती ग्राम पंचायत मौहार,Play Ground,121870.98,93064.12,215223,0,0,0,0,0,0,0,0,0,0
13893,SATNA,SATNA,MAUHAR,2018-2019,Ongoing,1712002029/IF/IAY/1053324,Construction of IAY House -IAY REG. NO. MP1255346,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13894,SATNA,SATNA,MAUHAR,2018-2019,Ongoing,1712002029/IF/IAY/1055656,Construction of IAY House -IAY REG. NO. MP1380139,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13895,SATNA,SATNA,MAUHAR,2019-2020,Ongoing,1712002029/IF/IAY/1172564,Construction of IAY House -IAY REG. NO. MP1489989,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13896,SATNA,SATNA,MAUHAR,2018-2019,Ongoing,1712002029/IF/IAY/1607709,Construction of IAY House -IAY REG. NO. MP2031271,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13897,SATNA,SATNA,MAUHAR,2022-2023,Ongoing,1712002029/IF/IAY/3555336,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4935865,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13898,SATNA,SATNA,MAUHAR,2022-2023,Ongoing,1712002029/IF/IAY/3599529,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5563253,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13899,SATNA,SATNA,MAUHAR,2022-2023,Ongoing,1712002029/IF/IAY/3642200,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4960440,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13900,SATNA,SATNA,MAUHAR,2022-2023,Ongoing,1712002029/IF/IAY/3955141,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149157447,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13901,SATNA,SATNA,MAUHAR,2022-2023,Ongoing,1712002029/IF/IAY/3955228,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149258869,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13902,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5460682,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149589812,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13903,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5460684,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149589954,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13904,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5460874,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149645501,PMAY-G,23490,0,23490,4500,0,4500,0,4500,0,4500,0,15,15
13905,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5460916,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150128927,PMAY-G,23490,0,23490,4500,0,4500,0,4500,0,4500,0,15,15
13906,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5460986,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149235297,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13907,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5463393,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148906971,PMAY-G,23490,0,23490,4500,0,4500,0,4500,0,4500,0,15,15
13908,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5463694,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150195587,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13909,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5465050,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149473485,PMAY-G,23490,0,23490,4500,0,4500,0,4500,0,4500,0,15,15
13910,SATNA,SATNA,MAUHAR,2025-2026,Ongoing,1712002029/IF/IAY/5670317,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148902138,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13911,SATNA,SATNA,MAUHAR,2026-2027,Ongoing,1712002029/IF/IAY/6014355,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150821759,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13912,SATNA,SATNA,MAUHAR,2026-2027,Ongoing,1712002029/IF/IAY/6027054,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149976137,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13913,SATNA,SATNA,MAUHAR,2018-2019,Ongoing,1712002029/WC/22012034388552,एनडब्ल्यूएस आर बी सी भैसवार बांध बाटर कोर्स निर्माण आर डी 6000 एमएल 03 1200 मीटर,Check Dam,347000,630000,977000,0,0,0,0,0,0,0,0,0,0
13914,SATNA,SATNA,MAUHAR,2020-2021,Ongoing,1712002029/WC/22012034566936,कंटूल टंच निर्माण कार्य बांधी भठिया ग्राम पंचायत मौहार,ContourTrench,465587.84,65108.99,530995,0,0,0,0,0,0,0,0,0,0
13915,SATNA,SATNA,MAUHAR,2020-2021,Ongoing,1712002029/WC/22012034566939,कंटूल टंच निर्माण कार्य कोलान भठिया ग्राम पंचायत मौहार,ContourTrench,464053.33,64871.3,529222,0,0,0,0,0,0,0,0,0,0
13916,SATNA,SATNA,MAUHAR,2021-2022,Ongoing,1712002029/WC/22012034660330,जल शक्ति अभियान डग पोंड निर्माण छीटिया मोट ग्राम पं मौहार,Dug Pond,443968.18,73921.240000000005,526177,0,0,0,0,0,0,0,0,0,0
13917,SATNA,SATNA,MAUHAR,2021-2022,Ongoing,1712002029/WC/22012034878059,स्‍टापडैम निर्माण कार्य हनुमान मंदिर के पास ग्राम पंचायत मौहार,Check Dam,217218.95,1247492.99,1465000,0,0,0,0,0,0,0,0,0,0
13918,SATNA,SATNA,MAUHAR,2023-2024,Ongoing,1712002029/WC/22012035156278,डगपाण्‍ड निर्माण कार्य वार्ड नं0 1 मे राजा कोरी के घर के आगे ग्राम पंचायत मौहार,Dug Pond,371785,66213.39,437998,0,0,0,0,0,0,0,0,0,0
13919,SATNA,SATNA,MEDNIPUR,2024-2025,Ongoing,1712002032/AV/22012034660790,शांतिधाम (मुक्तिधाम) निर्माण कार्य ग्राम गौरा मे पंचायत मेदनीपुर,Crematorium,23000,0,238000,0,0,0,0,0,0,0,0,0,0
13920,SATNA,SATNA,MEDNIPUR,2024-2025,Ongoing,1712002032/IF/IAY/4722336,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP145694589,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13921,SATNA,SATNA,MEDNIPUR,2025-2026,Ongoing,1712002032/IF/IAY/5702166,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127462970,PMAY-G,23490,0,23490,3645,0,0,0,0,0,0,0,15,15
13922,SATNA,SATNA,MEDNIPUR,2025-2026,Ongoing,1712002032/IF/IAY/5702519,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151008051,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13923,SATNA,SATNA,MEDNIPUR,2021-2022,Ongoing,1712002032/RC/22012034586000,पीसीसी रोड एवं नाली निर्माण जैतवारा मार्ग से बसस्‍टेन्‍ड से जयप्रताप सिंह के मेन रोड तक ग्राम पंचाय,Pcc Road & Coverd Nali,49000,0,325000,0,0,0,0,0,0,0,0,0,0
13924,SATNA,SATNA,MEDNIPUR,2018-2019,Ongoing,1712002032/WC/22012034424341,CHECK DAM NIRMAN GORA NALA ME KOLI GHAT ME,Check Dam,217000,771000,988000,0,0,0,0,0,0,0,0,0,0
13925,SATNA,SATNA,MUDAHA,2024-2025,Ongoing,1712002036/AV/22012034660473,शांतिधाम (मुक्तिधाम) निर्माण कार्य डेलौरी रोड के किनारे शासकीय आराजी मे ग्राम पंंचायत मुडहाकला,Crematorium,22656.17,214450.56,237420,0,0,0,0,0,0,0,0,0,0
13926,SATNA,SATNA,MUDAHA,2018-2019,Ongoing,1712002036/IF/IAY/1088325,Construction of IAY House -IAY REG. NO. MP2917585,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13927,SATNA,SATNA,MUDAHA,2019-2020,Ongoing,1712002036/IF/IAY/1088708,Construction of IAY House -IAY REG. NO. MP2940361,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13928,SATNA,SATNA,MUDAHA,2026-2027,Ongoing,1712002036/IF/IAY/2635570,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4481172,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13929,SATNA,SATNA,MUDAHA,2023-2024,Ongoing,1712002036/IF/IAY/4387617,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129994176,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13930,SATNA,SATNA,MUDAHA,2024-2025,Ongoing,1712002036/IF/IAY/4880953,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129995504,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13931,SATNA,SATNA,MUDAHA,2025-2026,Ongoing,1712002036/IF/IAY/5639317,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129036956,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13932,SATNA,SATNA,MUDAHA,2025-2026,Ongoing,1712002036/IF/IAY/5641825,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129995879,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13933,SATNA,SATNA,MUDAHA,2025-2026,Ongoing,1712002036/IF/IAY/5754363,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127614500,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13934,SATNA,SATNA,NACHANAURA,2023-2024,Ongoing,1712002050/DP/22012034591910,Amrat vatika dugpound nirmaan karya ke bagal se,Plantation,27924.66,27922.74,55847,0,0,0,0,0,0,0,0,0,0
13935,SATNA,SATNA,NACHANAURA,2024-2025,Ongoing,1712002050/DP/22012034623384,वृक्षारोपण कार्य आराजी नं0 218 एवं 219 मे शासकीय भूमि मे पंचायत भवन के पास ग्राम पंचायत नचनौरा,Plantation,135098.74,63624.31,199037,0,0,0,0,0,0,0,0,0,0
13936,SATNA,SATNA,NACHANAURA,2025-2026,Ongoing,1712002050/IF/22012035615060,एक बगिया माँ के नाम हितग्राही श्रीमती गुड़िया साहू /मानिकलाल साहू (जॉबकार्ड न 003/28)ग्रामपंचायत नचनौ,Ek Bagiya,64677.23,98812.83,163672,0,0,0,0,0,0,0,0,0,0
13937,SATNA,SATNA,NACHANAURA,2016-2017,Ongoing,1712002050/IF/IAY/259855,Construction of IAY House -IAY REG. NO. MP2357068,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13938,SATNA,SATNA,NACHANAURA,2021-2022,Ongoing,1712002050/IF/IAY/3041945,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5689663,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13939,SATNA,SATNA,NACHANAURA,2024-2025,Ongoing,1712002050/WC/22012035192620,डगपाण्‍ड निर्माण कार्य ग्राम खोखली पंचायत नचनौरा,Dug Pond,505544.45,80101.210000000006,585646,0,0,0,0,0,0,0,0,0,0
13940,SATNA,SATNA,NACHANAURA,2025-2026,Ongoing,1712002050/WC/22012035300041,सामुदायिक हैण्‍डपम्‍प सोकपिट निर्माण कार्य शा0मा0शा0के बगल मे ग्राम मरवा पंचायत नचनौरा,Soak Pit,10000,0,28000,0,0,0,0,0,0,0,0,0,0
13941,SATNA,SATNA,NADNA,2019-2020,Ongoing,1712002040/AV/22012034503429,आगनबांडी भवन निर्माण ग्राम घुघुआर,Anganwadi,180000,0,780000,0,0,0,0,0,0,0,0,0,0
13942,SATNA,SATNA,NADNA,2022-2023,Ongoing,1712002040/AV/22012034617064,नवीन पंचायत भवन निर्माण ग्राम पंचायत नदना,Panchayat & Community Bhawan,482700,0,2000000,0,0,0,0,0,0,0,0,0,0
13943,SATNA,SATNA,NADNA,2023-2024,Ongoing,1712002040/AV/22012034643949,उचित मूल्‍य की दुकान ग्राम पंंचायत नदना,PDS,125000,0,825000,0,0,0,0,0,0,0,0,0,0
13944,SATNA,SATNA,NADNA,2024-2025,Ongoing,1712002040/AV/22012034662869,पुलिया निर्माण कार्य उचित मूल्‍य की दुकान के सामने ग्राम पं नदना,Puliya,37000,0,265000,0,0,0,0,0,0,0,0,0,0
13945,SATNA,SATNA,NADNA,2025-2026,Ongoing,1712002040/IF/22012035522113,जलगंगा अभियान अंतर्गत खेत तालाब निर्माण कार्य मनोज सिंह / इंद्र बहादुर सिंह ग्राम घुघुआर ग्राम पं नद,Khet Talab,41235.019999999997,8722.4,49957,0,0,0,0,0,0,0,0,0,0
13946,SATNA,SATNA,NADNA,2025-2026,Ongoing,1712002040/IF/22012035522270,जलगंगा अभियान अंतर्गत खेत तालाब निर्माण कार्य रजनीश सिंह /इंद्र बहादुर सिंह ग्राम घुघुआर पं नदना,Khet Talab,97647.58,18408.29,116056,0,0,0,0,0,0,0,0,0,0
13947,SATNA,SATNA,NADNA,2025-2026,Ongoing,1712002040/IF/IAY/5642459,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150091642,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13948,SATNA,SATNA,NADNA,2025-2026,Ongoing,1712002040/IF/IAY/5715049,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151015120,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13949,SATNA,SATNA,NADNA,2025-2026,Ongoing,1712002040/IF/IAY/5860649,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122117143,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
13950,SATNA,SATNA,NADNA,2017-2018,Ongoing,1712002040/RC/22012034340272,सुदूर सड़क निर्माण शिवदयाल पांडे के पम्प घर से ददवा यादेव के घर तक,Sudoor Road,548000,382000,930000,0,0,0,0,0,0,0,0,0,0
13951,SATNA,SATNA,NADNA,2025-2026,Ongoing,1712002040/RS/22012035134810,ग्रे वाटर प्रबंधन कार्य नाली मय कवर शिवदयाल पांडेय के घर से नन्द किशोर कोरी के घर तक नदना,Pcc Road & Coverd Nali,75000,0,75000,0,0,0,0,0,0,0,0,0,0
13952,SATNA,SATNA,NADNA,2023-2024,Ongoing,1712002040/WC/22012035172086,डगपाण्‍ड निर्माण कार्य बरमबाबा मरघटनाथ गटइया के पास ग्राम पंचायत नदना,Dug Pond,417585.2,65310.2,482895,0,0,0,0,0,0,0,0,0,0
13953,SATNA,SATNA,NADNA,2023-2024,Ongoing,1712002040/WC/22012035172089,डगपाण्‍ड निर्माण कार्य मरघ्‍ाट नाथ बरमबाबा के पास ग्राम पंचायत नदना आराजी न १७३ ग्राम पंचायत नदना,Dug Pond,234675.88,37990.21,272666,0,0,0,0,0,0,0,0,0,0
13954,SATNA,SATNA,NADNA,2023-2024,Ongoing,1712002040/WC/22012035175695,मोती सागर बांध का गहरीकरण कार्य ग्राम सुसुआर ग्राम पंचायत नदना,Old Water Bodies,185000,0,435000,0,0,0,0,0,0,0,0,0,0
13955,SATNA,SATNA,NAINA (NEAR KOTHI),2021-2022,Ongoing,1712002014/AV/22012034615661,बाउण्‍डीवाल निर्माण कार्य प्राथमिक शाला पाण्‍डेय टोला ग्राम पंचायत नैनाकोठी,Boundary Wall,108000,72000,399000,0,0,0,0,0,0,0,0,0,0
13956,SATNA,SATNA,NAINA (NEAR KOTHI),2024-2025,Ongoing,1712002014/AV/22012034659826,शांतिधाम निर्माण कार्य अवधेन्द्र सागर मे रोहिणी दहायत क घर के आसपास ग्राम पंचायत नैनाकोठी,Crematorium,28366.9,200945.26,229625,0,0,0,0,0,0,0,0,0,0
13957,SATNA,SATNA,NAINA (NEAR KOTHI),2017-2018,Ongoing,1712002014/IF/22012034381270,VRAKCHA ROOP PRATHAMIK SCHOOL PANDAY JI KA GHAR SE HARIJAN BASTI,Plantation,246820,88180,335000,0,0,0,0,0,0,0,0,0,0
